student_id,age,gender,department,attendance,previous_gpa,study_hours,assignment_score,ca_score,semester_result,performance_category
ST0756,19,Female,Education,63.7,1.85,1.7,47.1,34.8,51.7,Low
ST0757,21,Male,Education,78.0,3.71,6.4,71.6,63.6,74.9,High
ST0758,18,Male,Computer Science,98.2,3.54,9.6,77.4,69.9,69.3,High
ST0759,27,Male,Computer Science,72.1,2.41,6.5,78.8,63.4,77.2,Medium
ST0760,22,Male,Engineering,97.5,3.54,5.1,81.1,85.2,69.9,High
ST0761,27,Male,Education,67.2,2.53,1.6,52.1,52.9,56.7,Medium
ST0762,23,Male,Engineering,60.5,2.49,0.0,36.5,49.3,50.3,Low
ST0763,20,Male,Engineering,99.8,3.63,8.9,69.5,88.5,74.3,High
ST0764,18,Female,Education,72.3,2.79,1.0,53.9,64.5,57.5,Medium
ST0765,25,Female,Business Admin,42.1,1.64,1.8,49.3,35.2,16.6,Low
ST0766,18,Female,Accounting,98.9,3.68,6.0,78.7,83.8,84.9,High
ST0767,24,Male,Engineering,62.3,1.58,2.3,49.0,44.9,45.2,Low
ST0768,17,Male,Education,52.2,1.45,1.6,26.0,42.1,14.4,Low
ST0769,25,Male,Business Admin,74.8,1.8,1.7,48.2,36.2,41.3,Low
ST0770,22,Female,Law,66.3,1.06,4.4,18.5,54.2,15.6,Low
ST0771,20,Male,Accounting,62.6,3.5,2.8,59.7,85.0,62.0,Medium
ST0772,17,Female,Computer Science,85.1,3.66,8.9,86.4,67.8,73.6,High
ST0773,20,Female,Business Admin,75.1,2.5,7.2,54.6,61.4,57.0,Medium
ST0774,22,Female,Medicine,58.9,2.62,5.1,47.7,66.2,60.6,Medium
ST0775,24,Male,Engineering,71.6,3.4,6.3,83.9,76.6,83.0,High
ST0776,29,Male,Economics,76.0,3.6,7.5,77.7,87.5,84.1,High
ST0777,21,Female,Engineering,65.6,2.97,3.9,56.7,58.0,74.5,Medium
ST0778,28,Female,Computer Science,52.9,2.5,0.0,59.4,33.1,55.7,Low
ST0779,28,Male,Medicine,91.8,3.9,11.7,72.6,84.7,79.6,High
ST0780,17,Male,Computer Science,97.3,3.4,9.5,82.3,78.1,76.8,High
ST0781,24,Female,Business Admin,95.1,3.98,7.4,92.5,73.5,85.2,High
ST0782,28,Male,Business Admin,63.9,2.56,5.7,81.6,43.1,59.0,Medium
ST0783,18,Male,Computer Science,51.0,1.63,3.9,56.1,39.1,36.3,Low
ST0784,25,Male,Medicine,100.0,3.76,9.4,86.9,85.7,76.9,High
ST0785,18,Female,Medicine,53.0,2.67,1.5,55.6,65.8,42.9,Medium
ST0786,25,Male,Medicine,86.5,3.62,8.5,78.1,82.6,81.7,High
ST0787,29,Female,Engineering,62.4,1.24,3.0,45.0,40.4,37.9,Low
ST0788,20,Male,Computer Science,29.3,2.5,3.3,28.5,47.1,40.3,Low
ST0789,28,Male,Computer Science,45.0,2.5,1.4,56.3,44.4,49.5,Low
ST0790,22,Female,Engineering,74.2,2.51,5.1,71.2,67.2,63.0,Medium
ST0791,20,Female,Accounting,52.9,3.08,5.4,60.1,67.5,58.4,Medium
ST0792,29,Male,Medicine,66.5,2.47,1.6,63.2,64.5,44.8,Medium
ST0793,21,Male,Business Admin,99.4,3.35,4.8,94.0,64.2,85.7,High
ST0794,24,Female,Medicine,93.8,3.7,8.0,86.0,88.4,70.1,High
ST0795,29,Male,Accounting,79.8,3.06,5.1,66.5,64.7,54.4,Medium
ST0796,24,Male,Economics,47.1,2.5,4.6,67.6,71.4,76.6,Medium
ST0797,27,Female,Economics,54.6,1.49,3.1,39.1,34.7,33.7,Low
ST0798,28,Female,Computer Science,78.6,2.64,8.2,76.7,51.1,58.7,Medium
ST0799,17,Male,Economics,44.2,1.74,5.0,36.3,42.3,44.5,Low
ST0800,26,Female,Engineering,40.0,1.47,0.2,29.4,3.8,44.5,Low
ST0801,20,Female,Engineering,82.5,3.45,11.5,75.7,86.1,87.4,High
ST0802,23,Male,Education,66.0,3.5,4.0,85.0,77.1,63.2,Medium
ST0803,20,Female,Education,71.1,2.52,4.9,48.4,45.8,71.0,Medium
ST0804,29,Female,Computer Science,72.8,3.79,8.6,92.6,77.3,61.9,High
ST0805,27,Male,Accounting,70.7,3.03,3.9,49.4,50.0,52.8,Medium
ST0806,17,Female,Business Admin,56.9,1.81,1.2,38.2,47.4,50.1,Low
ST0807,26,Male,Economics,72.9,2.66,8.0,41.6,64.8,57.3,Medium
ST0808,25,Male,Business Admin,89.1,3.8,6.9,89.7,69.2,80.9,High
ST0809,29,Female,Computer Science,59.4,3.32,4.4,68.0,50.9,59.4,Medium
ST0810,21,Male,Medicine,90.5,3.15,10.2,92.8,78.6,88.9,High
ST0811,25,Female,Accounting,70.3,4.0,12.0,79.7,64.2,80.3,High
ST0812,18,Female,Accounting,57.6,2.98,5.8,52.6,71.2,66.1,Medium
ST0813,24,Male,Education,57.8,3.19,4.5,48.1,73.5,79.0,Medium
ST0814,23,Male,Medicine,69.2,2.78,3.8,63.6,63.0,50.2,Medium
ST0815,20,Male,Medicine,76.2,2.8,4.8,66.6,51.0,47.3,Medium
ST0816,23,Male,Business Admin,48.9,2.5,0.0,34.8,12.5,35.2,Low
ST0817,18,Male,Engineering,65.9,3.5,1.5,66.5,60.6,55.5,Medium
ST0818,23,Male,Medicine,90.5,3.66,7.3,97.6,78.5,76.9,High
ST0819,29,Male,Accounting,75.0,1.77,2.8,51.4,35.8,33.1,Low
ST0820,20,Male,Medicine,85.3,3.88,8.9,91.7,79.3,67.5,High
ST0821,23,Female,Business Admin,57.6,2.62,5.6,59.9,62.0,70.3,Medium
ST0822,22,Male,Economics,94.0,3.54,8.6,73.9,79.8,60.7,High
ST0823,24,Male,Economics,52.5,1.33,0.9,33.1,61.1,24.8,Low
ST0824,20,Male,Computer Science,69.3,3.42,12.0,71.5,89.6,77.9,High
ST0825,21,Female,Accounting,56.1,1.42,1.6,44.4,40.1,42.2,Low
ST0826,25,Female,Economics,73.3,2.17,3.9,53.0,50.9,53.2,Medium
ST0827,23,Female,Law,74.3,2.82,3.4,58.6,68.6,59.5,Medium
ST0828,27,Female,Computer Science,76.3,2.03,5.5,55.8,78.1,62.0,Medium
ST0829,29,Male,Law,72.9,2.11,6.7,57.9,74.2,56.8,Medium
ST0830,20,Female,Computer Science,81.7,2.6,5.7,44.7,58.7,43.2,Medium
ST0831,27,Male,Law,59.9,1.83,2.0,37.9,51.0,38.0,Low
ST0832,28,Female,Business Admin,83.5,3.29,4.9,56.2,43.8,49.3,Medium
ST0833,26,Female,Accounting,87.7,3.85,11.2,85.3,72.3,62.5,High
ST0834,29,Female,Education,63.1,2.74,3.0,65.4,57.7,58.1,Medium
ST0835,18,Male,Accounting,91.3,3.6,8.3,89.1,87.0,70.4,High
ST0836,17,Male,Education,85.8,3.78,9.6,96.7,67.8,77.0,High
ST0837,20,Female,Education,82.9,3.83,11.8,79.0,75.3,85.4,High
ST0838,26,Female,Education,56.2,3.29,4.5,61.1,52.8,42.2,Medium
ST0839,24,Male,Computer Science,67.2,1.81,6.0,30.3,30.2,27.2,Low
ST0840,20,Female,Medicine,42.3,1.78,3.3,43.7,51.9,32.8,Low
ST0841,20,Female,Medicine,36.3,2.01,2.4,27.8,31.9,39.8,Low
ST0842,23,Female,Computer Science,42.5,2.5,1.6,43.0,45.8,16.6,Low
ST0843,24,Male,Medicine,50.4,2.5,0.5,20.0,60.7,24.2,Low
ST0844,27,Female,Accounting,57.0,3.45,2.6,78.4,62.7,70.8,Medium
ST0845,23,Male,Business Admin,73.9,3.23,3.2,55.9,38.8,67.7,Medium
ST0846,29,Male,Business Admin,74.0,3.68,12.4,80.9,74.7,70.5,High
ST0847,26,Male,Accounting,47.5,2.42,3.0,36.0,29.6,55.6,Low
ST0848,25,Male,Education,56.9,3.28,4.1,55.0,66.6,43.7,Medium
ST0849,29,Male,Law,70.3,3.34,3.6,48.5,60.2,54.0,Medium
ST0850,18,Female,Education,67.9,2.38,1.2,51.7,61.1,72.3,Medium
ST0851,27,Female,Computer Science,68.8,2.91,4.0,79.2,58.1,57.1,Medium
ST0852,26,Male,Computer Science,80.4,2.37,3.5,69.9,45.2,68.6,Medium
ST0853,24,Female,Education,66.7,2.64,2.8,65.8,84.6,65.8,Medium
ST0854,24,Male,Computer Science,63.4,3.25,4.4,75.7,68.1,35.0,Medium
ST0855,28,Female,Law,52.9,3.05,9.0,54.2,83.8,56.8,Medium
ST0856,18,Female,Education,90.4,4.0,10.6,85.0,64.5,65.9,High
ST0857,21,Female,Medicine,73.3,2.56,1.3,54.2,61.3,49.4,Medium
ST0858,23,Male,Business Admin,86.5,3.07,5.6,63.9,65.5,56.9,Medium
ST0859,28,Male,Education,49.3,1.31,4.2,17.6,56.2,44.1,Low
ST0860,18,Male,Business Admin,46.9,2.3,3.2,45.5,47.0,36.6,Low
ST0861,25,Male,Medicine,40.4,1.22,2.2,37.9,39.0,37.8,Low
ST0862,19,Female,Computer Science,72.1,3.7,8.2,84.5,84.7,88.3,High
ST0863,29,Male,Computer Science,91.4,3.83,13.4,89.6,79.5,70.9,High
ST0864,23,Female,Accounting,78.6,2.9,2.4,57.6,68.8,61.5,Medium
ST0865,20,Male,Computer Science,89.4,3.57,11.6,85.2,69.4,74.2,High
ST0866,17,Female,Education,49.3,1.9,2.3,28.7,37.2,34.2,Low
ST0867,18,Male,Medicine,87.9,3.39,12.7,92.1,66.9,71.6,High
ST0868,17,Male,Economics,76.3,2.88,6.9,69.8,57.1,46.0,Medium
ST0869,27,Female,Business Admin,29.9,2.03,1.5,63.3,42.1,37.6,Low
ST0870,24,Male,Engineering,60.2,1.74,5.8,39.0,40.0,22.2,Low
ST0871,23,Male,Economics,92.2,3.84,9.2,96.1,75.1,91.4,High
ST0872,23,Male,Accounting,86.9,3.39,5.7,79.9,77.4,79.4,High
ST0873,29,Male,Education,100.0,3.44,10.2,82.7,78.4,78.3,High
ST0874,23,Female,Economics,35.9,1.63,1.3,50.1,34.0,32.6,Low
ST0875,17,Male,Education,87.8,3.75,7.4,93.2,78.1,67.5,High
ST0876,23,Male,Education,89.5,3.34,10.3,99.7,73.7,80.7,High
ST0877,26,Male,Law,64.8,2.3,5.2,67.9,64.8,56.6,Medium
ST0878,21,Female,Accounting,69.6,2.9,5.4,79.4,60.4,61.6,Medium
ST0879,21,Male,Business Admin,56.1,3.32,6.3,55.2,44.6,57.2,Medium
ST0880,23,Male,Law,82.4,3.82,4.0,93.4,88.0,79.7,High
ST0881,26,Male,Education,51.5,1.76,3.7,65.0,26.3,43.1,Low
ST0882,22,Male,Business Admin,65.9,2.8,3.3,53.2,51.6,61.2,Medium
ST0883,20,Female,Engineering,72.0,2.82,4.4,67.5,70.5,63.8,Medium
ST0884,26,Male,Medicine,52.2,2.77,1.0,60.0,74.0,46.5,Medium
ST0885,26,Male,Accounting,65.6,3.71,11.9,75.0,71.6,82.7,High
ST0886,28,Male,Economics,38.9,2.5,3.0,40.5,58.5,50.4,Low
ST0887,19,Male,Law,76.8,3.35,7.5,69.1,66.4,75.0,Medium
ST0888,20,Male,Law,48.2,1.22,1.0,39.9,38.7,61.1,Low
ST0889,25,Female,Education,88.7,3.95,8.1,79.5,69.4,72.1,High
ST0890,21,Male,Medicine,85.8,2.59,4.8,57.3,61.1,72.3,Medium
ST0891,21,Female,Economics,75.9,2.48,4.9,80.5,42.3,53.8,Medium
ST0892,26,Male,Computer Science,75.0,2.17,0.4,12.0,42.1,28.9,Low
ST0893,17,Female,Engineering,66.3,2.57,7.0,66.2,77.6,55.8,Medium
ST0894,20,Male,Medicine,85.9,3.77,12.7,64.9,74.4,76.3,High
ST0895,28,Male,Computer Science,91.4,2.85,4.8,60.0,55.6,68.5,Medium
ST0896,20,Male,Medicine,38.7,1.89,2.7,64.2,37.7,55.6,Low
ST0897,25,Female,Engineering,92.7,3.66,8.3,79.2,90.7,75.7,High
ST0898,20,Male,Business Admin,78.7,3.5,4.0,83.5,59.9,55.2,Medium
ST0899,20,Male,Engineering,82.0,3.35,5.7,96.1,88.5,80.2,High
ST0900,20,Male,Business Admin,81.8,3.26,10.4,79.9,82.6,64.7,High
ST0901,18,Male,Education,85.5,3.25,10.0,90.0,91.7,73.0,High
ST0902,17,Female,Economics,79.0,3.47,7.6,85.4,68.8,64.0,High
ST0903,28,Male,Education,47.8,2.26,0.5,50.2,42.4,56.6,Low
ST0904,19,Female,Computer Science,92.8,3.68,9.4,73.6,86.2,72.9,High
ST0905,23,Female,Business Admin,75.5,2.32,6.0,68.6,61.2,74.4,Medium
ST0906,23,Female,Business Admin,72.9,3.13,1.9,62.3,48.7,59.4,Medium
ST0907,29,Female,Engineering,91.9,3.5,7.5,63.3,80.6,87.1,High
ST0908,23,Male,Accounting,73.4,2.64,5.4,58.0,51.0,57.2,Medium
ST0909,28,Female,Business Admin,81.6,3.55,8.5,78.4,84.1,95.9,High
ST0910,24,Female,Law,85.4,3.75,5.2,78.9,92.4,77.6,High
ST0911,17,Male,Law,56.5,1.46,3.6,19.8,49.5,47.9,Low
ST0912,26,Male,Accounting,53.4,0.85,0.0,42.9,35.2,46.7,Low
ST0913,25,Male,Education,47.7,3.13,3.7,58.0,49.3,42.6,Medium
ST0914,25,Female,Education,80.1,2.71,1.5,83.0,64.2,59.4,Medium
ST0915,20,Male,Medicine,85.1,2.99,11.3,73.5,84.4,84.2,High
ST0916,17,Male,Law,70.7,2.64,8.5,50.1,35.0,74.2,Medium
ST0917,19,Male,Education,59.7,2.69,4.2,74.3,74.3,45.1,Medium
ST0918,27,Male,Education,68.3,2.5,2.0,51.2,50.4,35.0,Low
ST0919,23,Female,Accounting,70.4,3.04,1.7,58.5,48.0,72.2,Medium
ST0920,19,Female,Accounting,86.3,3.51,9.4,76.2,78.4,76.4,High
ST0921,21,Female,Law,46.9,2.1,1.3,59.3,45.5,21.8,Low
ST0922,19,Male,Economics,89.1,3.38,4.6,81.8,68.5,81.4,High
ST0923,29,Female,Education,73.9,1.28,1.1,26.6,62.5,54.2,Low
ST0924,26,Female,Economics,81.7,3.43,6.9,77.2,88.0,93.6,High
ST0925,20,Female,Computer Science,74.1,2.17,5.5,67.4,67.0,63.1,Medium
ST0926,28,Male,Education,74.9,2.28,6.7,69.0,61.2,38.8,Medium
ST0927,29,Male,Computer Science,71.8,2.73,3.9,58.6,67.7,52.8,Medium
ST0928,23,Female,Economics,71.0,2.55,4.7,65.4,51.0,56.3,Medium
ST0929,29,Female,Business Admin,62.7,2.38,2.5,78.3,70.1,45.1,Medium
ST0930,19,Female,Law,71.6,2.6,9.5,42.9,85.0,58.6,Medium
ST0931,25,Female,Economics,86.8,4.0,6.4,70.9,81.4,87.2,High
ST0932,20,Female,Business Admin,52.6,3.21,4.3,73.7,39.9,63.7,Medium
ST0933,23,Male,Accounting,83.0,2.23,5.2,72.3,67.8,65.7,Medium
ST0934,26,Male,Medicine,70.1,3.23,5.9,53.8,62.8,66.2,Medium
ST0935,27,Female,Law,43.1,0.92,3.0,59.8,44.7,15.4,Low
ST0936,20,Female,Engineering,71.8,2.69,5.8,53.5,56.7,43.8,Medium
ST0937,23,Male,Accounting,58.6,3.16,5.5,60.8,59.8,61.1,Medium
ST0938,21,Female,Economics,68.9,2.74,5.3,60.2,68.7,70.3,Medium
ST0939,22,Female,Education,86.2,3.5,4.7,65.5,50.1,56.5,Medium
ST0940,18,Female,Business Admin,77.0,2.89,5.1,40.7,47.9,56.7,Medium
ST0941,25,Male,Education,73.8,1.94,2.0,57.1,36.1,26.2,Low
ST0942,23,Female,Education,81.4,3.78,8.8,85.6,82.5,74.7,High
ST0943,24,Female,Education,70.9,2.66,5.2,53.5,53.9,53.9,Medium
ST0944,28,Male,Medicine,70.9,2.52,4.2,55.4,61.9,56.4,Medium
ST0945,29,Male,Medicine,75.7,3.31,8.7,81.7,73.0,88.4,High
ST0946,23,Female,Business Admin,75.5,2.78,7.5,46.3,80.6,49.6,Medium
ST0947,25,Male,Medicine,85.0,3.09,11.4,79.8,78.4,96.5,High
ST0948,19,Female,Law,63.5,1.57,1.1,43.1,47.2,59.0,Low
ST0949,24,Male,Medicine,80.9,2.48,4.3,45.7,55.0,60.3,Medium
ST0950,17,Female,Education,61.7,3.38,1.1,56.2,57.0,60.5,Medium
ST0951,19,Female,Computer Science,70.2,3.18,6.4,59.1,68.4,78.7,Medium
ST0952,20,Female,Medicine,66.2,3.36,3.9,69.7,61.8,40.1,Medium
ST0953,25,Male,Medicine,77.8,3.41,14.1,72.0,81.4,69.0,High
ST0954,26,Female,Medicine,50.8,1.92,2.6,30.5,43.5,33.6,Low
ST0955,20,Male,Education,63.0,3.03,8.0,69.2,69.2,52.8,Medium
ST0956,20,Male,Law,88.6,3.37,9.7,87.8,83.6,65.6,High
ST0957,22,Female,Computer Science,68.2,2.93,5.6,61.1,50.0,57.7,Medium
ST0958,27,Male,Business Admin,64.6,1.92,0.8,36.4,37.8,45.9,Low
ST0959,21,Female,Medicine,78.2,3.1,8.2,73.0,84.5,82.5,High
ST0960,27,Female,Accounting,52.8,2.5,2.9,50.7,20.6,23.9,Low
ST0961,24,Female,Engineering,65.8,3.27,3.7,49.9,66.7,78.7,Medium
ST0962,21,Female,Education,62.7,2.76,4.9,54.2,68.8,42.6,Medium
ST0963,25,Female,Engineering,89.6,3.92,10.6,85.9,92.7,76.2,High
ST0964,22,Male,Business Admin,50.5,0.84,0.3,25.0,28.2,33.8,Low
ST0965,23,Male,Education,40.7,1.89,0.8,51.2,27.9,36.6,Low
ST0966,26,Female,Accounting,76.1,2.41,5.5,67.7,59.6,58.3,Medium
ST0967,24,Male,Law,52.9,2.5,0.9,25.8,38.9,51.5,Low
ST0968,22,Female,Economics,86.2,3.0,10.2,87.6,74.5,74.3,High
ST0969,19,Male,Business Admin,68.1,2.49,5.2,59.3,62.8,66.2,Medium
ST0970,23,Female,Accounting,74.3,2.9,3.9,73.7,51.5,41.9,Medium
ST0971,18,Male,Economics,68.4,2.5,0.0,36.1,9.8,17.7,Low
ST0972,29,Female,Computer Science,78.2,2.94,3.0,46.7,75.4,72.1,Medium
ST0973,28,Male,Computer Science,100.0,3.46,8.0,79.7,71.0,64.4,High
ST0974,28,Female,Medicine,82.5,2.06,5.5,70.9,45.5,48.8,Medium
ST0975,19,Male,Education,66.6,2.17,1.1,54.4,52.5,41.2,Low
ST0976,18,Male,Law,41.2,1.69,2.4,37.7,49.3,19.6,Low
ST0977,26,Female,Computer Science,67.1,2.55,1.5,62.2,59.5,64.5,Medium
ST0978,19,Female,Business Admin,66.1,1.24,2.8,19.9,27.9,23.4,Low
ST0979,18,Male,Medicine,72.5,2.99,5.7,61.8,79.5,64.9,Medium
ST0980,17,Female,Engineering,96.5,3.69,9.7,76.3,69.4,74.7,High
ST0981,26,Male,Law,79.5,3.85,7.5,79.1,79.8,87.0,High
ST0982,20,Male,Law,36.6,1.71,1.2,44.4,41.7,31.0,Low
ST0983,27,Female,Computer Science,45.5,2.28,6.7,76.6,73.5,67.1,Medium
ST0984,20,Female,Computer Science,84.6,3.72,8.1,79.5,89.1,78.9,High
ST0985,29,Male,Business Admin,74.0,1.79,5.9,65.9,60.2,66.9,Medium
ST0986,24,Female,Education,33.2,2.1,4.9,28.1,28.9,29.5,Low
ST0987,20,Female,Medicine,73.3,2.37,5.8,70.5,65.3,40.3,Medium
ST0988,29,Female,Medicine,94.6,3.71,9.4,90.3,95.4,70.4,High
ST0989,17,Male,Economics,96.6,3.57,8.7,69.7,77.7,70.0,High
ST0990,20,Female,Law,67.5,2.64,5.2,45.9,45.5,61.6,Medium
ST0991,26,Male,Education,54.7,2.2,4.1,36.3,31.1,48.5,Low
ST0992,23,Female,Education,99.1,3.54,9.1,82.2,72.5,78.6,High
ST0993,29,Female,Accounting,72.3,2.74,5.7,69.5,66.1,54.7,Medium
ST0994,17,Male,Education,46.9,2.5,4.1,43.7,47.4,21.0,Low
ST0995,21,Female,Medicine,95.0,2.55,5.0,62.8,67.0,66.8,Medium
ST0996,17,Male,Computer Science,76.2,2.82,8.0,81.7,75.1,74.3,High
ST0997,24,Male,Economics,79.7,3.58,8.9,86.4,89.3,91.5,High
ST0998,27,Female,Law,69.6,2.16,10.5,53.3,65.6,67.3,Medium
ST0999,29,Female,Medicine,70.0,2.47,3.2,69.5,58.1,49.1,Medium
ST1000,22,Male,Computer Science,74.7,3.16,5.2,56.1,68.1,49.1,Medium
ST1001,25,Female,Economics,47.8,2.5,3.3,34.9,43.8,65.0,Low
ST1002,26,Male,Education,83.2,4.0,11.6,77.3,95.0,79.3,High
ST1003,27,Male,Medicine,63.6,2.56,6.8,53.7,49.0,53.6,Medium
ST1004,21,Female,Accounting,84.4,3.88,9.5,77.9,76.6,76.9,High
ST1005,21,Female,Computer Science,95.0,3.66,9.5,93.4,95.0,68.2,High
ST1006,25,Female,Law,61.4,2.09,3.6,35.3,14.5,21.6,Low
ST1007,19,Male,Accounting,58.8,2.43,0.0,56.9,43.6,37.2,Low
ST1008,22,Male,Education,95.2,3.75,7.5,94.9,80.2,80.4,High
ST1009,19,Male,Computer Science,55.8,2.25,1.3,42.8,38.7,49.0,Low
ST1010,27,Female,Engineering,94.0,3.5,8.2,85.9,74.8,79.5,High
ST1011,19,Female,Engineering,70.4,2.52,7.2,64.4,59.5,62.2,Medium
ST1012,21,Female,Economics,31.9,2.5,2.0,16.4,52.4,29.0,Low
ST1013,23,Female,Business Admin,95.6,3.39,7.5,87.3,84.3,68.8,High
ST1014,19,Female,Engineering,72.7,2.68,2.8,69.4,62.9,49.9,Medium
ST1015,19,Female,Computer Science,52.9,2.5,0.0,20.5,21.2,42.4,Low
ST1016,25,Male,Medicine,62.6,3.47,9.0,71.0,44.9,53.1,Medium
ST1017,17,Male,Engineering,95.2,3.97,12.8,76.8,80.7,74.5,High
ST1018,19,Male,Accounting,77.6,2.58,1.8,58.2,67.3,71.4,Medium
ST1019,18,Female,Economics,93.0,3.72,6.4,72.0,73.4,75.4,High
ST1020,20,Female,Medicine,90.0,2.54,6.5,57.4,64.7,57.4,Medium
ST1021,22,Male,Law,79.8,2.57,7.8,60.7,66.7,65.5,Medium
ST1022,18,Female,Computer Science,75.6,2.83,6.1,59.7,55.7,78.1,Medium
ST1023,17,Female,Computer Science,83.4,3.5,8.4,75.6,84.6,89.1,High
ST1024,26,Female,Economics,76.7,2.84,3.0,67.2,81.6,54.2,Medium
ST1025,27,Male,Medicine,47.5,1.62,1.3,7.1,42.9,27.9,Low
ST1026,29,Female,Economics,79.3,3.5,11.9,70.7,67.7,80.2,High
ST1027,24,Female,Engineering,76.1,3.03,1.0,70.0,68.8,54.9,Medium
ST1028,21,Female,Business Admin,69.0,2.29,5.6,37.5,62.3,71.4,Medium
ST1029,22,Female,Medicine,78.2,4.0,11.2,85.8,75.2,71.9,High
ST1030,23,Male,Business Admin,71.3,3.28,2.4,62.1,67.3,67.3,Medium
ST1031,25,Male,Computer Science,65.6,1.93,0.4,39.7,14.5,44.9,Low
ST1032,25,Female,Computer Science,70.0,1.86,0.0,37.8,39.2,28.1,Low
ST1033,20,Male,Medicine,66.7,2.41,8.2,76.2,75.9,59.8,Medium
ST1034,17,Female,Law,90.2,3.4,7.3,82.2,85.2,87.6,High
ST1035,20,Female,Medicine,79.3,2.07,4.9,62.9,56.2,42.5,Medium
ST1036,25,Female,Accounting,77.9,3.26,2.6,64.6,60.9,59.1,Medium
ST1037,22,Male,Computer Science,78.5,3.78,10.7,92.6,90.9,81.8,High
ST1038,17,Male,Business Admin,53.2,2.19,5.0,64.9,64.8,55.0,Medium
ST1039,28,Male,Medicine,69.7,2.48,5.2,68.1,72.0,43.1,Medium
ST1040,21,Male,Law,42.3,1.0,2.2,41.3,33.8,50.0,Low
ST1041,23,Female,Law,62.7,1.86,1.1,42.3,44.7,18.6,Low
ST1042,29,Female,Law,77.5,2.43,4.3,73.8,50.2,64.3,Medium
ST1043,18,Female,Economics,42.0,2.07,2.4,21.9,37.9,45.4,Low
ST1044,25,Female,Accounting,87.1,4.0,8.3,93.4,73.5,68.7,High
ST1045,25,Female,Education,56.0,1.71,4.2,34.7,39.1,45.2,Low
ST1046,24,Male,Computer Science,76.1,3.11,4.3,64.2,63.5,41.5,Medium
ST1047,29,Female,Economics,72.8,2.83,5.9,81.4,54.0,61.8,Medium
ST1048,18,Female,Accounting,89.0,3.24,10.5,75.3,60.2,84.3,High
ST1049,29,Female,Economics,69.3,2.94,7.9,65.7,61.7,57.5,Medium
ST1050,27,Female,Accounting,91.7,2.65,4.7,74.6,44.6,64.2,Medium
ST1051,22,Male,Medicine,32.9,2.1,2.0,47.3,25.9,31.6,Low
ST1052,28,Male,Economics,79.6,2.88,4.1,58.8,60.0,55.8,Medium
ST1053,18,Female,Law,79.3,2.65,3.9,71.1,55.8,52.6,Medium
ST1054,20,Female,Accounting,77.2,2.54,3.0,53.9,55.4,54.5,Medium
ST1055,25,Male,Education,82.2,3.27,3.0,49.8,48.9,71.3,Medium
ST1056,23,Male,Engineering,46.8,1.78,2.4,43.0,28.1,46.2,Low
ST1057,23,Female,Computer Science,78.9,2.54,3.9,67.9,51.4,54.2,Medium
ST1058,22,Female,Education,77.6,3.5,6.2,66.7,65.3,47.3,Medium
ST1059,23,Female,Accounting,90.6,3.63,9.8,79.5,80.5,68.2,High
ST1060,29,Female,Accounting,55.8,1.89,4.8,23.7,24.7,58.6,Low
ST1061,20,Female,Law,64.6,2.34,4.8,65.4,40.0,71.5,Medium
ST1062,26,Male,Law,83.8,2.85,7.2,77.5,45.4,67.0,Medium
ST1063,21,Female,Business Admin,85.6,3.03,10.6,61.7,87.8,66.7,High
ST1064,20,Female,Education,82.1,2.47,2.3,44.4,70.9,64.6,Medium
ST1065,25,Male,Law,73.2,2.54,4.9,62.5,62.4,48.3,Medium
ST1066,21,Male,Economics,49.6,3.13,5.3,64.7,54.8,63.9,Medium
ST1067,18,Male,Computer Science,92.3,2.96,4.9,46.1,52.2,55.9,Medium
ST1068,19,Male,Medicine,49.5,1.02,3.0,47.3,32.5,63.5,Low
ST1069,24,Female,Medicine,48.5,1.42,5.6,48.8,34.4,34.2,Low
ST1070,20,Female,Medicine,74.5,3.08,5.8,51.7,66.5,62.3,Medium
ST1071,24,Male,Economics,79.4,3.36,10.4,80.1,92.7,82.0,High
ST1072,23,Female,Computer Science,72.6,2.51,3.2,69.0,68.5,64.0,Medium
ST1073,24,Female,Medicine,100.0,3.33,7.0,67.9,76.4,74.0,High
ST1074,29,Male,Accounting,66.3,2.46,1.4,58.1,67.7,49.3,Medium
ST1075,20,Male,Business Admin,82.7,3.85,12.3,90.0,74.4,93.9,High
ST1076,28,Female,Economics,64.2,3.25,5.3,53.5,58.5,53.9,Medium
ST1077,29,Male,Computer Science,79.8,3.14,6.6,52.8,54.0,72.6,Medium
ST1078,28,Female,Medicine,89.7,3.8,10.0,74.5,95.1,66.0,High
ST1079,27,Female,Computer Science,59.1,2.32,0.4,44.2,37.6,24.4,Low
ST1080,22,Male,Accounting,82.4,3.73,8.7,83.4,78.4,89.3,High
ST1081,25,Female,Law,92.9,4.0,9.2,80.3,77.9,79.0,High
ST1082,27,Male,Accounting,76.5,2.88,5.9,66.3,42.3,64.4,Medium
ST1083,19,Male,Business Admin,61.0,2.97,4.6,45.2,64.8,43.6,Medium
ST1084,24,Male,Accounting,95.1,4.0,6.3,81.6,77.8,81.5,High
ST1085,24,Male,Computer Science,84.5,3.27,11.0,85.7,87.3,75.5,High
ST1086,28,Male,Accounting,75.6,2.38,8.7,48.9,62.7,73.7,Medium
ST1087,27,Male,Engineering,40.4,1.21,3.2,58.1,32.7,24.3,Low
ST1088,21,Male,Computer Science,50.6,2.5,3.0,43.7,33.2,31.0,Low
